epoch,train_total_loss,train_giou_loss,train_l1_loss,train_focal_loss,train_iou,val_total_loss,val_giou_loss,val_l1_loss,val_focal_loss,val_iou,lr_group0,lr_group1
1,1.0047966727730304,0.24225774093468988,0.021303705911669465,0.4137626627853864,0.7747209301326013,0.956686310483385,0.23063942242858673,0.019078487480547333,0.4000150289879564,0.78210320893456,8.000000000000001e-06,2.4000000000000003e-06
2,0.9418539227975726,0.22899882076846223,0.019898615148746298,0.384363204613949,0.7868810140490531,0.9756919752520884,0.23846237778451132,0.02077610332040705,0.3948867050134004,0.7784403497735022,8.000000000000001e-06,2.4000000000000003e-06
3,0.9250797138545256,0.22644478072060503,0.019989509533262912,0.37224260494671785,0.7897060451954606,0.9303014736602652,0.2236124403017727,0.01901354580626237,0.3880088650820687,0.7915861722938514,8.000000000000001e-06,2.4000000000000003e-06
4,0.8935936004122098,0.2161036219067045,0.01861948198121456,0.36828894642740473,0.7977342813644147,0.8798627956187662,0.21273576193314822,0.017690138949443213,0.36594057609509767,0.7987505175744359,8.000000000000001e-06,2.4000000000000003e-06
5,0.8795122104187795,0.21317276468541907,0.018599777792890886,0.3601677899046077,0.8010880829046177,0.9639174085037377,0.23520536404667475,0.02093271674910383,0.3888430954712489,0.7813214991513951,8.000000000000001e-06,2.4000000000000003e-06
6,0.8757827408346863,0.2122648521926665,0.018653621299813197,0.3579849276593369,0.8023463476830063,0.9211574281281963,0.22542270438981346,0.018628166520340567,0.37717118896643603,0.7875957732319623,8.000000000000001e-06,2.4000000000000003e-06
7,0.842234107325474,0.20348749254809506,0.016968709697739955,0.3504155734008593,0.808174190024535,0.9971440106683451,0.23948522860353633,0.022136526524276876,0.407490921160289,0.7810185658952984,8.000000000000001e-06,2.4000000000000003e-06
8,0.8426597836448083,0.20385761894120102,0.016743996622247855,0.35122456273457214,0.8074503770139486,0.9681208724431598,0.2304977039921092,0.020762287153332837,0.40331402661713806,0.7860592474061958,8.000000000000001e-06,2.4000000000000003e-06
9,0.8018519758250982,0.19398367366525865,0.015508364604579088,0.3363428052874124,0.8154200152953471,0.9593309769390314,0.23329523386377268,0.02038768633416525,0.39080207799220995,0.7831842093969199,8.000000000000001e-06,2.4000000000000003e-06
10,0.8083231666054991,0.19540750956535335,0.016314415334413458,0.3359360708017937,0.8156386884715824,0.9468616349705608,0.22628891165243756,0.019904275438059345,0.3947624382820253,0.7890986600449165,8.000000000000001e-06,2.4000000000000003e-06
11,0.807650413317814,0.1948012639019225,0.01591490757796498,0.33847334779364346,0.8156029220024743,0.9957161989069663,0.23077794585423478,0.020144885937133785,0.433435878210075,0.7848514905481628,8.000000000000001e-06,2.4000000000000003e-06
12,0.8048888914585111,0.19490119965871175,0.016100688417752595,0.33458305070347455,0.8163989419672222,0.9757751387655206,0.22483382983641179,0.0194143331767377,0.42903581643128436,0.7900939230506645,8.000000000000001e-06,2.4000000000000003e-06
13,0.7821025938722826,0.1873330108854506,0.014907390876362711,0.33289961758620706,0.8216961720122228,0.9774187163660651,0.23457067243343147,0.020746411098276876,0.4045453165822171,0.7827571009280766,8.000000000000001e-06,2.4000000000000003e-06
14,0.7742525780962572,0.18783809826109155,0.014954970041082982,0.32380153173715276,0.821768460594946,0.9620939096611871,0.22940556080796068,0.019738584629022605,0.40458986655196394,0.7863836018982845,8.000000000000001e-06,2.4000000000000003e-06
15,0.7781913141376439,0.18559327861997837,0.014550802316102701,0.33425074645074904,0.8226702720589109,0.992702131204427,0.24008702148090702,0.02028966991068153,0.4110797369211858,0.7762604231237306,8.000000000000001e-06,2.4000000000000003e-06
16,0.7936548975706105,0.19030055655373462,0.015576720822188589,0.3351701810008121,0.8197837836278816,1.000501661403719,0.23780532959523268,0.02147978074589675,0.4174920976545441,0.7804613789931972,8.000000000000001e-06,2.4000000000000003e-06
17,0.7695849970380467,0.18207278411918204,0.013776631898350183,0.3365562701174833,0.8249776925510827,0.9727920862230178,0.23274660243282536,0.020553623472212592,0.40453076477821626,0.7843760695049466,8.000000000000001e-06,2.4000000000000003e-06
18,0.787759350207117,0.1881440598832234,0.015155135560780745,0.3356955528477883,0.8209730425675708,1.015678572144738,0.2452860513897928,0.02229754599857139,0.4136187368688471,0.7740637136759394,8.000000000000001e-06,2.4000000000000003e-06
19,0.7998722005983192,0.19175356483459471,0.01579248252179888,0.3374026574699415,0.8191485297414987,0.9712658765428634,0.23101313420158015,0.019657298819611854,0.41095311738427837,0.7843499327619652,8.000000000000001e-06,2.4000000000000003e-06
20,0.7799192955659502,0.18505493905809192,0.014744380933543038,0.3360875123904814,0.823727910783556,0.9673134968508161,0.23729668772794354,0.019888428788559103,0.3932779770885693,0.778262373969729,8.000000000000001e-06,2.4000000000000003e-06
21,0.7886308311223988,0.1885106011894016,0.015333855823924146,0.33494034930272,0.8217103658583428,0.9526165218064279,0.22689059297031264,0.01928955857407919,0.40238754867630844,0.787014144414674,8.000000000000001e-06,2.4000000000000003e-06
22,0.7562143240703484,0.18248394233650625,0.014366968134211178,0.31941159774306155,0.8259473881191673,1.0107138017707118,0.24002671661436428,0.020847526483516638,0.42642273624641786,0.7780191334173641,8.000000000000001e-06,2.4000000000000003e-06
23,0.7416559354033736,0.17890105627642766,0.013842908824483555,0.31463927937992353,0.8288803898625893,0.9647682803996744,0.2302754688709177,0.019018852920561977,0.40912307933207,0.7829089934494403,8.000000000000001e-06,2.4000000000000003e-06
24,0.7570021314322947,0.18225560830699097,0.014412257136983984,0.3204296284064442,0.826717398683229,0.9163662971606654,0.22274118821251224,0.01810546011668954,0.38035661742878074,0.7897480880831652,8.000000000000001e-06,2.4000000000000003e-06
25,0.733147633665139,0.1752402452097999,0.013484477987305971,0.31524475356305226,0.8320377334223851,0.9079136668360802,0.215747491720526,0.0179988320588189,0.38642452361837026,0.7962475833142723,8.000000000000001e-06,2.4000000000000003e-06
